item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,Mean_prior,YMin_prior,YMax_prior
announce_charley,charley,announce,19,high_prior,Charley lives in Mexico,block2,0.18000000000000005,0.98,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,119,high_prior,Charley lives in Mexico,block2,0.86,0.33,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,203,low_prior,Charley lives in Korea,block2,0.86,0.36,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
announce_charley,charley,announce,236,high_prior,Charley lives in Mexico,block2,0.010000000000000009,0.02,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,244,low_prior,Charley lives in Korea,block2,0.44999999999999996,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
announce_charley,charley,announce,256,low_prior,Charley lives in Korea,block2,0.97,0.13,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
announce_charley,charley,announce,286,low_prior,Charley lives in Korea,block2,0.99,0.38,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
announce_charley,charley,announce,290,low_prior,Charley lives in Korea,block2,0.10999999999999999,0.95,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
announce_charley,charley,announce,312,high_prior,Charley lives in Mexico,block2,0.5,0.49,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,427,high_prior,Charley lives in Mexico,block2,0.5700000000000001,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,457,high_prior,Charley lives in Mexico,block2,0.92,0.67,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,479,high_prior,Charley lives in Mexico,block2,0.39,0.91,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
announce_charley,charley,announce,543,low_prior,Charley lives in Korea,block2,1,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,49,high_prior,Charley lives in Mexico,block2,1,0.89,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,93,high_prior,Charley lives in Mexico,block2,0.020000000000000018,0.99,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,130,low_prior,Charley lives in Korea,block2,0.99,0.9,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,231,low_prior,Charley lives in Korea,block2,0.99,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,252,high_prior,Charley lives in Mexico,block2,0.96,0.96,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,296,high_prior,Charley lives in Mexico,block2,1,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,331,high_prior,Charley lives in Mexico,block2,1,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,357,low_prior,Charley lives in Korea,block2,1,0.83,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,359,low_prior,Charley lives in Korea,block2,0.7,0.57,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,397,high_prior,Charley lives in Mexico,block2,0.98,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,399,high_prior,Charley lives in Mexico,block2,0.9299999999999999,0.94,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,410,low_prior,Charley lives in Korea,block2,0.98,0.74,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,453,high_prior,Charley lives in Mexico,block2,0.7,0.29,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_annoyed_charley,charley,be annoyed,467,low_prior,Charley lives in Korea,block2,0.72,0.73,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,504,low_prior,Charley lives in Korea,block2,0.97,0.87,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,531,low_prior,Charley lives in Korea,block2,1,0.93,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,536,low_prior,Charley lives in Korea,block2,1,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_annoyed_charley,charley,be annoyed,550,low_prior,Charley lives in Korea,block2,0.99,0.46,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,20,high_prior,Charley lives in Mexico,block2,0.07999999999999996,0.3,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,111,low_prior,Charley lives in Korea,block2,0.31000000000000005,0.02,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,127,low_prior,Charley lives in Korea,block2,0.98,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,140,high_prior,Charley lives in Mexico,block2,1,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,226,low_prior,Charley lives in Korea,block2,0.030000000000000027,0.2,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,229,high_prior,Charley lives in Mexico,block2,0.020000000000000018,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,341,high_prior,Charley lives in Mexico,block2,0.030000000000000027,0.39,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,364,low_prior,Charley lives in Korea,block2,0.040000000000000036,0.29,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,380,high_prior,Charley lives in Mexico,block2,0.39,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,391,high_prior,Charley lives in Mexico,block2,0.050000000000000044,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,398,low_prior,Charley lives in Korea,block2,0.17000000000000004,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,425,low_prior,Charley lives in Korea,block2,0.06000000000000005,0.06,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,431,high_prior,Charley lives in Mexico,block2,0.040000000000000036,0.2,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,511,high_prior,Charley lives in Mexico,block2,0.06999999999999995,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
be_right_charley,charley,be right,525,low_prior,Charley lives in Korea,block2,0.010000000000000009,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
be_right_charley,charley,be right,588,low_prior,Charley lives in Korea,block2,1,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
confess_charley,charley,confess,11,high_prior,Charley lives in Mexico,block2,0.95,0.49,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confess_charley,charley,confess,40,high_prior,Charley lives in Mexico,block2,0.030000000000000027,0.74,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confess_charley,charley,confess,181,low_prior,Charley lives in Korea,block2,0.32999999999999996,0.1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
confess_charley,charley,confess,277,low_prior,Charley lives in Korea,block2,1,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
confess_charley,charley,confess,396,high_prior,Charley lives in Mexico,block2,0.09999999999999998,0.21,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confess_charley,charley,confess,468,high_prior,Charley lives in Mexico,block2,0.94,0.14,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confess_charley,charley,confess,492,high_prior,Charley lives in Mexico,block2,0.91,0.07,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confess_charley,charley,confess,570,low_prior,Charley lives in Korea,block2,0.020000000000000018,0.05,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
confirm_charley,charley,confirm,14,low_prior,Charley lives in Korea,block2,0.51,0.22,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
confirm_charley,charley,confirm,90,high_prior,Charley lives in Mexico,block2,0,0.5,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,143,high_prior,Charley lives in Mexico,block2,0,0.05,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,187,high_prior,Charley lives in Mexico,block2,0,0.49,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,265,high_prior,Charley lives in Mexico,block2,0.86,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,299,high_prior,Charley lives in Mexico,block2,0.43999999999999995,0.08,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,305,low_prior,Charley lives in Korea,block2,0.32999999999999996,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
confirm_charley,charley,confirm,322,high_prior,Charley lives in Mexico,block2,0.19999999999999996,0.34,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,326,high_prior,Charley lives in Mexico,block2,0,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,368,high_prior,Charley lives in Mexico,block2,0.45999999999999996,0.6,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,458,high_prior,Charley lives in Mexico,block2,0.92,0.47,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,513,high_prior,Charley lives in Mexico,block2,0.31999999999999995,0.48,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
confirm_charley,charley,confirm,542,high_prior,Charley lives in Mexico,block2,0.13,0.31,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
demonstrate_charley,charley,demonstrate,52,high_prior,Charley lives in Mexico,block2,0.83,0.72,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
demonstrate_charley,charley,demonstrate,61,high_prior,Charley lives in Mexico,block2,0.52,0.66,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
demonstrate_charley,charley,demonstrate,72,high_prior,Charley lives in Mexico,block2,0.5,0.89,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
demonstrate_charley,charley,demonstrate,125,high_prior,Charley lives in Mexico,block2,0.10999999999999999,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
demonstrate_charley,charley,demonstrate,155,low_prior,Charley lives in Korea,block2,0.010000000000000009,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023
demonstrate_charley,charley,demonstrate,168,high_prior,Charley lives in Mexico,block2,0.27,0.29,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095
